Record,Sale_amount,Sale_date,Beds,Baths,Sqft_home,Sqft_lot,Type,Build_year,Town,University
10551,134000,42422,3,2,1561,9147,Single Family,1910,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10552,152000,42404,2,1,1401,4617,Single Family,1900,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10553,235000,42516,3,2.5,2526,12196.8,Single Family,1978,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10554,172500,42510,4,2,1667,12196.8,Single Family,1969,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10555,172500,42457,3,2,1788,8276,Single Family,1900,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10556,130000,42506,3,1,1052,8712,Single Family,1885,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10557,128000,42465,3,1.5,1289,9148,Single Family,1949,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10558,164000,42482,3,1.5,1790,8712,Single Family,1937,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10559,108500,42474,2,1.5,968,5663,Single Family,1919,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10560,97500,42529,2,1,774,6098,Single Family,1948,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10561,167500,42521,4,2,1385,8712,Single Family,1955,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10562,151500,42516,3,1,1420,7013,Single Family,1937,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10563,164500,42488,3,3,1975,8712,Single Family,1925,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10564,106000,42489,2,1,720,5663,Single Family,1950,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10565,127500,42454,3,1,1123,9148,Single Family,1959,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10566,125000,42517,2,1,936,6534,Single Family,1950,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10567,124000,42464,3,3,1746,8712,Single Family,1910,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10568,120000,42465,4,1,1344,8712,Single Family,1925,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10569,135000,42492,2,1,1068,9148,Single Family,1961,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10570,117500,42388,2,1.5,1259,9148,Single Family,1962,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10571,150000,42452,3,1,1044,12196.8,Single Family,1958,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10572,136000,42509,3,1,1040,6534,Single Family,1960,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10573,150000,42515,3,1,1656,7362,Single Family,1960,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10574,113000,42398,3,2,1268,13503.6,Single Family,1957,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10575,155000,42502,3,1.75,1748,13068,Single Family,1958,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10576,308500,42506,5,3,3671,17859.6,Single Family,1994,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10577,275000,42394,4,3.5,3408,15681.6,Single Family,1996,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10578,263000,42503,3,2,1844,19602,Single Family,1971,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10579,209500,42464,3,2.5,1336,8712,Single Family,1956,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10580,108500,42465,4,1,1034,7841,Single Family,1956,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10581,125000,42487,3,1,1078,9234,Single Family,1958,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10582,186450,42521,4,2.5,2382,16552.8,Single Family,1950,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10583,80000,42390,3,1,1590,7841,Multiple Occupancy,1930,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10584,165500,42403,4,2,1957,10890,Single Family,1953,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10585,309000,42527,5,3,3220,18730.8,Single Family,2006,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10586,303500,42529,5,4,2631,17859.6,Single Family,2005,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10587,235000,42489,4,4,2882,20037.6,Single Family,1975,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10588,225000,42482,3,3,2472,20037.6,Single Family,1976,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10589,225100,42437,4,2.5,3196,17424,Single Family,1976,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10590,326500,42481,5,3.5,5666,17424,Single Family,1987,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10591,259000,42485,3,3,2531,15681.6,Single Family,1975,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10592,167000,42431,2,1,1650,23958,Single Family,1955,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10593,125000,42404,3,1,1240,13939.2,Single Family,1969,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10594,258500,42454,4,3,3008,17859.6,Single Family,1998,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10595,280000,42506,6,5,5075,17859.6,Single Family,1991,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10596,282000,42486,3,4,4246,17859.6,Single Family,1992,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10597,137500,42521,3,1.5,1359,13068,Single Family,1964,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10598,205000,42466,3,1.75,3022,21344.4,Single Family,1958,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10599,142500,42487,4,1,1450,10193,Single Family,1970,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10600,142000,42479,3,1,912,8276,Single Family,1970,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10601,160000,42521,4,2,1094,9148,Single Family,1970,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10602,172000,42503,4,2,2247,8276,Single Family,1970,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10603,406500,42391,4,3.5,3064,43124.4,Single Family,1904,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10604,145000,42424,4,2,1750,8276,Single Family,1968,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10605,223000,42550,5,4,3222,11325.6,Single Family,1979,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10606,186000,42528,3,1.5,1416,8276,Single Family,1976,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10607,195000,42527,3,2,1612,8451,Single Family,1977,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10608,215100,42482,4,1.75,2131,8319,Single Family,1978,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10609,187665,42439,3,2.5,2124,9583,Single Family,1995,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10610,207000,42499,4,2,1469,8712,Single Family,1978,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10611,345000,42558,5,4,3708,32670,Single Family,1994,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10612,255000,42468,4,3,2402,9583,Single Family,2005,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10613,217000,42454,3,2.5,1720,9583,Single Family,2007,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10614,236000,42403,3,3.5,2000,10019,Single Family,2005,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10615,279500,42550,4,3.5,2623,13503.6,Single Family,2004,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10616,301000,42426,4,3,3340,11761.2,Single Family,2004,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10617,283100,42446,3,3.5,2456,15681.6,Single Family,2003,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10618,175000,42492,3,1.75,1558,7920,Single Family,1981,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10619,265000,42461,4,4,3046,7927,Single Family,2006,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10620,250000,42391,4,2.75,2589,9016,Single Family,1995,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10621,218500,42412,4,3,2228,7841,Single Family,1999,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10622,214500,42492,4,2.75,2544,10280,Single Family,1997,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10623,250000,42507,4,2.5,2274,16988.4,Single Family,1998,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10624,325000,42536,4,3,2450,14810.4,Single Family,1979,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10625,269000,42422,5,3,2666,12632.4,Single Family,2000,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10626,282500,42460,4,3,2428,12196.8,Single Family,2000,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10627,200000,42527,4,2,2009,23086.8,Single Family,1962,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10628,138000,42486,4,2,2176,12632.4,Single Family,1968,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10629,85000,42513,3,2,836,9148,Single Family,1961,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10630,100000,42459,5,1,1512,36590.4,Single Family,1955,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10631,505500,42508,4,3.5,2978,26571.6,Single Family,2006,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10632,257500,42474,4,3,2222,12196.8,Single Family,2007,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10633,240000,42541,4,3,2200,8276,Single Family,2007,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10634,172500,42485,8,5,2942,8712,Multi Family,1910,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10635,284000,42521,5,3,2782,12196.8,Single Family,2007,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10636,325500,42482,5,3,3226,13939.2,Single Family,2007,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10637,313000,42545,4,3.5,2795,16552.8,Single Family,2007,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10638,322600,42429,5,3,3011,11761.2,Single Family,2008,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10639,507000,42515,4,5,3764,20908.8,Single Family,2008,"Waterloo-Cedar Falls, IA",University of Northern Iowa
10640,385000,42445,5,3,2007,12632.4,Single Family,2006,"Waterloo-Cedar Falls, IA",University of Northern Iowa
